id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3304004,1,2016-06-06 06:15:17,2016-06-06 06:19:28,1,-73.98219299316406,40.76276779174805,-73.98416137695312,40.75499725341797,N,251
id3850225,1,2016-02-22 18:07:23,2016-02-22 18:18:37,1,-73.95053100585938,40.775287628173835,-73.96195220947266,40.79539489746094,N,674
id3602656,2,2016-01-11 21:52:20,2016-01-11 21:54:19,1,-73.98377990722656,40.77577972412109,-73.97643280029298,40.78564834594727,N,119
id0294044,2,2016-06-04 12:40:58,2016-06-04 12:50:10,1,-73.9560317993164,40.80368041992188,-73.95014190673827,40.78551864624024,N,552
id0593626,2,2016-06-13 16:09:42,2016-06-13 16:34:17,1,-73.95516967773438,40.76755142211913,-73.96138000488281,40.75622177124024,N,1475
id1143344,1,2016-01-16 22:55:55,2016-01-16 23:07:06,3,-73.95849609375,40.775577545166016,-73.97608184814453,40.77618408203125,N,671
id1751861,1,2016-04-01 09:31:52,2016-04-01 09:46:19,1,-73.96920013427734,40.798370361328125,-73.94450378417967,40.783588409423835,N,867
id2713073,2,2016-02-03 20:10:45,2016-02-03 20:16:30,1,-73.98285675048828,40.76145935058594,-73.99198913574217,40.749019622802734,N,345
id3861282,1,2016-04-25 15:33:42,2016-04-25 15:46:49,1,-73.98991394042967,40.73501968383789,-73.98847961425781,40.75874710083008,N,787
id3181715,2,2016-05-22 13:53:45,2016-05-22 14:43:29,1,-73.78369903564453,40.648719787597656,-73.92363739013672,40.84025955200195,N,2984
id0646108,2,2016-03-05 06:16:30,2016-03-05 06:26:29,5,-74.01009368896483,40.712448120117195,-73.9822998046875,40.762428283691406,N,599
id1268013,2,2016-01-10 01:02:26,2016-01-10 01:17:20,1,-73.9872055053711,40.72036743164063,-73.9814224243164,40.747169494628906,N,894
id1513139,1,2016-03-28 20:47:12,2016-03-28 20:48:33,1,-73.95218658447266,40.77828979492188,-73.94842529296875,40.77397918701172,N,81
id1274103,2,2016-02-14 20:53:43,2016-02-14 21:05:28,1,-73.98031616210938,40.74288177490234,-73.95034790039062,40.772357940673835,N,705
id3943876,1,2016-05-20 13:57:44,2016-05-20 14:06:24,1,-74.00083923339844,40.762065887451165,-73.98284912109375,40.77693557739258,N,520
id1444333,2,2016-04-11 04:27:27,2016-04-11 04:34:20,1,-73.96195220947266,40.76042175292969,-73.97296142578125,40.75561141967773,N,413
id3163658,2,2016-02-05 11:37:23,2016-02-05 11:41:49,1,-73.95307922363281,40.791519165039055,-73.95728302001953,40.78524017333984,N,266
id2089738,1,2016-04-16 19:50:32,2016-04-16 20:15:27,1,-74.00539398193358,40.739944458007805,-73.97771453857422,40.72679138183594,N,1495
id1572255,2,2016-03-26 22:53:35,2016-03-26 23:05:36,2,-73.97103118896483,40.75145721435546,-73.97814178466798,40.77727127075195,N,721
id1998852,2,2016-01-29 09:49:27,2016-01-29 09:57:29,1,-73.97891998291014,40.72989654541016,-73.97686767578125,40.74114608764648,N,482
id3317514,1,2016-03-11 23:01:56,2016-03-11 23:22:21,1,-73.96833038330078,40.75519943237305,-73.99280548095702,40.69890975952149,N,1225
id3593202,2,2016-03-18 18:16:23,2016-03-18 18:27:09,1,-73.98352813720702,40.743350982666016,-74.00425720214845,40.74222183227539,N,646
id1033864,2,2016-06-22 19:40:32,2016-06-22 19:49:59,2,-73.98626708984375,40.75194549560546,-73.96720886230467,40.76085662841797,N,567
id1227280,1,2016-04-12 00:53:33,2016-04-12 00:59:42,1,-73.92929840087889,40.7572135925293,-73.9342498779297,40.7711181640625,N,369
id3449034,2,2016-04-05 06:25:43,2016-04-05 06:40:28,1,-73.95511627197266,40.76913833618164,-73.86466979980467,40.77027893066406,N,885
id1145990,2,2016-02-29 00:45:37,2016-02-29 00:46:42,1,-73.98695373535155,40.7335319519043,-73.98322296142578,40.73897171020508,N,65
id3840114,2,2016-01-13 22:51:56,2016-01-13 23:03:42,1,-73.98265838623048,40.772171020507805,-73.95565032958984,40.78206634521485,N,706
id0104590,1,2016-06-14 23:24:11,2016-06-14 23:45:39,1,-73.98159790039062,40.72447204589844,-73.9945297241211,40.68885803222656,N,1288
id0055152,2,2016-04-29 22:39:07,2016-04-29 22:57:31,5,-73.99039459228516,40.7617073059082,-73.98927307128906,40.75747299194336,N,1104
id3885738,1,2016-04-07 00:04:30,2016-04-07 00:14:12,1,-73.97170257568358,40.75586318969727,-73.92704010009764,40.74269485473633,N,582
id1351081,2,2016-05-27 19:08:33,2016-05-27 19:38:32,1,-73.87107849121092,40.773784637451165,-74.01647186279298,40.71531295776367,N,1799
id0801173,2,2016-06-03 15:54:49,2016-06-03 16:18:14,1,-73.962890625,40.80435943603516,-73.96472930908203,40.77334976196289,N,1405
id2761653,1,2016-02-10 18:49:20,2016-02-10 18:58:49,2,-73.97998046875,40.76306915283203,-73.96099090576173,40.76332092285156,N,569
id0047534,1,2016-03-08 01:12:14,2016-03-08 01:31:52,1,-73.9842758178711,40.72926712036133,-73.94007873535155,40.806446075439446,N,1178
id1963683,2,2016-06-01 22:58:15,2016-06-01 23:08:21,3,-74.00434875488281,40.74254989624024,-73.9852066040039,40.78097534179688,N,606
id2203529,1,2016-03-13 15:11:24,2016-03-13 15:19:30,1,-73.98776245117188,40.75967788696289,-73.99072265625,40.7502555847168,N,486
id2362856,2,2016-03-18 06:52:11,2016-03-18 07:00:29,1,-73.96797180175781,40.75616836547852,-73.97977447509764,40.75904083251953,N,498
id2618656,2,2016-04-26 23:47:16,2016-04-26 23:51:10,1,-73.9883270263672,40.74499130249024,-73.98905181884764,40.748191833496094,N,234
id0182459,2,2016-01-29 10:27:59,2016-01-29 10:39:31,1,-73.99137115478516,40.750221252441406,-73.97711181640625,40.7632064819336,N,692
id1082761,2,2016-05-24 11:22:40,2016-05-24 11:26:40,1,-73.97774505615233,40.7556266784668,-73.97476959228516,40.76185607910156,N,240
id1459821,1,2016-03-14 14:23:56,2016-03-14 14:29:08,1,-73.98463439941406,40.73988723754882,-73.98505401611328,40.73214340209961,N,312
id3961332,1,2016-02-06 14:36:05,2016-02-06 14:44:02,1,-73.94438934326173,40.77997589111328,-73.95933532714845,40.77783203125,N,477
id0411670,1,2016-06-21 14:34:39,2016-06-21 14:51:56,1,-73.96125030517578,40.75643157958984,-73.98445892333984,40.736373901367195,N,1037
id2548714,2,2016-01-14 20:43:36,2016-01-14 20:59:12,1,-73.97350311279298,40.75786590576172,-73.98577117919923,40.727813720703125,N,936
id2866075,2,2016-03-31 12:30:13,2016-03-31 12:34:03,2,-73.99453735351561,40.75592041015625,-73.99832916259764,40.75076675415039,N,230
id3402334,2,2016-02-23 16:37:50,2016-02-23 16:48:33,1,-73.99169158935547,40.75027084350586,-73.98530578613281,40.76009368896485,N,643
id0968989,2,2016-04-06 19:18:47,2016-04-06 19:35:29,1,-73.9817657470703,40.77339553833008,-73.99514007568358,40.749755859375,N,1002
id2083016,2,2016-02-16 21:17:20,2016-02-16 21:45:43,5,-73.7821273803711,40.64469146728516,-73.9896240234375,40.72385025024414,N,1703
id0666403,1,2016-02-12 17:34:41,2016-02-12 17:36:00,1,-73.93209075927734,40.763687133789055,-73.93209838867188,40.7636604309082,N,79
id2173284,2,2016-02-13 10:47:39,2016-02-13 10:54:39,1,-74.00719451904298,40.730247497558594,-74.00400543212889,40.75170135498047,N,420
id2503490,1,2016-06-04 14:21:08,2016-06-04 14:28:43,1,-73.98895263671875,40.72158432006836,-73.97675323486328,40.739200592041016,N,455
id0076722,2,2016-02-23 20:05:14,2016-02-23 20:13:22,1,-73.99337768554686,40.74219131469727,-73.976806640625,40.74512481689453,N,488
id0452044,2,2016-06-05 04:39:15,2016-06-05 04:57:06,1,-73.98837280273438,40.72346878051758,-73.88410186767578,40.74742126464844,N,1071
id2298614,1,2016-05-10 17:47:34,2016-05-10 17:57:49,3,-73.99894714355469,40.74461364746094,-73.99260711669923,40.728424072265625,N,615
id3686101,1,2016-03-11 02:06:43,2016-03-11 02:17:48,1,-74.00035858154298,40.730098724365234,-73.98361206054686,40.76571273803711,N,665
id2032692,1,2016-02-18 23:51:06,2016-02-19 00:14:33,1,-73.96528625488281,40.755229949951165,-73.8625717163086,40.7337760925293,N,1407
id2585876,1,2016-03-21 06:51:47,2016-03-21 06:53:51,1,-73.96815490722656,40.75555038452149,-73.9763412475586,40.75135040283203,N,124
id0962612,2,2016-03-03 14:18:46,2016-03-03 14:24:12,2,-73.98352813720702,40.7558708190918,-73.97676086425781,40.76042938232422,N,326
id2595653,1,2016-01-31 01:29:37,2016-01-31 01:34:34,1,-73.99850463867188,40.719871520996094,-73.9949722290039,40.72499847412109,N,297
id2045501,1,2016-03-29 13:57:35,2016-03-29 14:15:45,1,-73.94501495361328,40.77912902832031,-73.97267913818358,40.765254974365234,N,1090
id2209624,1,2016-03-12 23:35:57,2016-03-12 23:40:35,1,-73.99410247802734,40.719329833984375,-73.99252319335938,40.715274810791016,N,278
id0872694,2,2016-05-14 10:02:02,2016-05-14 10:04:58,5,-73.9690933227539,40.76662063598633,-73.96260070800781,40.77069854736328,N,176
id2881218,2,2016-06-18 13:44:19,2016-06-18 13:49:16,2,-73.95330810546875,40.779693603515625,-73.95475006103516,40.77054214477539,N,297
id0823730,1,2016-04-30 08:02:08,2016-04-30 08:18:06,1,-73.94972991943358,40.78462600708008,-73.99367523193358,40.75016784667969,N,958
id3082698,2,2016-03-28 18:50:17,2016-03-28 19:11:30,1,-73.97667694091797,40.75164031982422,-73.95625305175781,40.74620819091797,N,1273
id1662851,1,2016-05-11 13:07:34,2016-05-11 13:36:04,1,-73.96177673339844,40.77985382080078,-73.97926330566406,40.755905151367195,N,1710
id0125308,1,2016-05-02 17:57:43,2016-05-02 18:19:58,1,-73.87300872802734,40.77410125732422,-73.78553009033203,40.739036560058594,N,1335
id2735387,1,2016-01-24 10:54:57,2016-01-24 11:11:55,2,-73.9941864013672,40.76153945922852,-73.99726867675781,40.71656799316406,N,1018
id1299647,2,2016-01-08 12:21:23,2016-01-08 12:37:32,5,-73.97124481201173,40.68523025512695,-73.9202651977539,40.6924934387207,N,969
id2046463,1,2016-01-29 20:20:58,2016-01-29 20:31:08,1,-74.0011978149414,40.731815338134766,-73.98896789550781,40.748165130615234,N,610
id3791653,2,2016-04-09 02:40:48,2016-04-09 02:44:14,5,-73.98149108886719,40.666900634765625,-73.99004364013672,40.66761016845703,N,206
id1489208,1,2016-01-11 21:16:33,2016-01-11 21:31:05,1,-73.99297332763672,40.73892211914063,-73.98295593261719,40.77492904663086,N,872
id2451567,1,2016-05-11 13:34:05,2016-05-11 13:39:11,1,-73.94944763183594,40.772846221923835,-73.9532470703125,40.767681121826165,N,306
id0871690,1,2016-06-29 14:09:47,2016-06-29 14:32:31,1,-73.97647094726561,40.751014709472656,-73.99581146240233,40.750835418701165,N,1364
id1404467,2,2016-02-18 14:36:29,2016-02-18 14:54:24,1,-73.975830078125,40.76077651977539,-73.95962524414062,40.77442169189453,N,1075
id2030162,2,2016-04-07 23:01:12,2016-04-07 23:23:54,1,-73.86357116699219,40.769508361816406,-73.97827911376953,40.77212142944336,N,1362
id1702620,2,2016-01-17 01:51:36,2016-01-17 01:57:34,3,-73.98396301269531,40.743629455566406,-73.98706817626953,40.75017929077149,N,358
id0386659,1,2016-05-08 05:56:57,2016-05-08 06:15:06,1,-73.97701263427734,40.750312805175774,-73.8724136352539,40.77447128295898,N,1089
id0480129,2,2016-03-05 21:56:12,2016-03-05 22:13:11,6,-73.96936798095702,40.75775909423828,-73.97521209716798,40.79248046875,N,1019
id3145881,2,2016-05-08 06:05:54,2016-05-08 06:16:22,1,-73.94100952148438,40.79006576538086,-73.9849853515625,40.75822448730469,N,628
id1918495,2,2016-04-09 23:23:16,2016-04-09 23:30:11,1,-73.98961639404298,40.71911239624024,-73.97514343261719,40.71876907348633,N,415
id2097103,1,2016-03-27 10:48:37,2016-03-27 10:59:42,1,-73.96424865722656,40.80948638916016,-73.94012451171875,40.805469512939446,N,665
id3771547,1,2016-04-10 17:23:34,2016-04-10 17:32:49,1,-73.99176788330078,40.764846801757805,-73.99082183837889,40.75062561035156,N,555
id0644900,1,2016-06-13 23:43:19,2016-06-13 23:55:49,2,-73.98939514160156,40.75775909423828,-73.95465850830078,40.80010986328125,N,750
id3759049,1,2016-05-11 07:54:13,2016-05-11 07:58:55,2,-73.9427032470703,40.837284088134766,-73.95543670654298,40.81987762451172,N,282
id1586940,2,2016-01-05 19:05:52,2016-01-05 19:12:46,2,-73.9699935913086,40.76475524902344,-73.955810546875,40.77288818359375,N,414
id0017392,2,2016-06-12 15:56:48,2016-06-12 16:01:07,5,-73.99112701416014,40.75040054321289,-74.00154113769531,40.74607849121094,N,259
id3691973,1,2016-05-02 04:09:21,2016-05-02 04:23:42,1,-73.99161529541014,40.73514938354492,-73.94692993164062,40.78180313110352,N,861
id2604827,1,2016-06-14 17:20:44,2016-06-14 17:44:48,1,-73.96002197265625,40.77638626098633,-73.96037292480467,40.75807571411133,N,1444
id1371230,2,2016-02-06 16:41:35,2016-02-06 16:52:04,1,-74.00436401367188,40.74148178100586,-73.98900604248048,40.73879623413086,N,629
id0210166,2,2016-06-14 13:20:01,2016-06-14 14:14:50,1,-73.78377532958984,40.64864730834961,-74.01173400878906,40.70369338989258,N,3289
id3247389,1,2016-05-03 01:13:34,2016-05-03 01:16:25,1,-73.97566986083984,40.75558471679688,-73.97522735595702,40.75864028930664,N,171
id0653288,2,2016-01-27 05:02:40,2016-01-27 05:28:42,1,-73.98947143554686,40.7466049194336,-73.77693176269531,40.64468383789063,N,1562
id1490955,1,2016-04-06 07:55:05,2016-04-06 08:20:55,1,-73.98619079589844,40.75900268554688,-73.98392486572266,40.69358444213867,N,1550
id2661195,1,2016-06-27 22:54:59,2016-06-27 23:07:19,1,-73.97602081298828,40.75578689575195,-73.9519805908203,40.779052734375,N,740
id2023738,1,2016-05-14 08:26:54,2016-05-14 08:38:07,1,-73.87078857421875,40.77384185791016,-73.92546844482422,40.76654052734375,N,673
id1219458,1,2016-01-18 18:45:04,2016-01-18 18:54:33,1,-73.98368072509764,40.76743316650391,-73.97159576416014,40.76278305053711,N,569
id2932854,1,2016-06-09 11:44:08,2016-06-09 11:50:05,2,-73.99642181396483,40.686199188232415,-73.98873901367188,40.69353866577149,N,357
id3098002,2,2016-02-15 18:05:08,2016-02-15 18:14:57,2,-73.97658538818358,40.7597541809082,-73.95671844482422,40.78122329711913,N,589
id3731611,2,2016-06-12 09:37:34,2016-06-12 09:57:12,1,-74.01705932617188,40.70890808105469,-73.8994598388672,40.74127578735352,N,1178
id0096902,2,2016-02-17 10:19:54,2016-02-17 10:29:59,1,-74.00826263427734,40.73607635498047,-74.00996398925781,40.72106170654297,N,605
id0563741,1,2016-04-20 09:04:58,2016-04-20 09:22:01,1,-73.95011901855469,40.78410339355469,-73.97118377685547,40.75144577026367,N,1023
id2897348,1,2016-04-23 09:40:54,2016-04-23 09:47:02,1,-73.98535919189453,40.779003143310554,-73.99119567871094,40.76119995117188,N,368
id1967753,2,2016-01-04 07:56:33,2016-01-04 08:16:45,2,-73.9854736328125,40.763179779052734,-73.900146484375,40.893009185791016,N,1212
id3942322,1,2016-03-26 02:39:38,2016-03-26 02:49:12,1,-73.9925308227539,40.74824905395508,-73.97254180908203,40.789714813232415,N,574
id3861625,2,2016-04-05 13:15:30,2016-04-05 13:48:03,1,-73.9809341430664,40.7816276550293,-73.9809341430664,40.7816276550293,N,1953
id2860192,2,2016-01-25 13:07:39,2016-01-25 13:29:13,3,-73.95497131347656,40.77754592895508,-73.98509979248048,40.730560302734375,N,1294
id3730825,2,2016-03-16 09:10:03,2016-03-16 09:28:02,5,-73.95375061035155,40.76702117919922,-73.98154449462889,40.76945877075195,N,1079
id2502439,2,2016-01-19 23:40:09,2016-01-19 23:42:57,1,-73.9729232788086,40.755638122558594,-73.97364044189453,40.747840881347656,N,168
id1895933,2,2016-02-10 16:53:31,2016-02-10 17:08:21,2,-74.00557708740233,40.70478057861328,-73.98146057128906,40.74309158325195,N,890
id3115314,1,2016-05-22 03:41:18,2016-05-22 03:53:17,3,-73.98787689208984,40.71990966796875,-73.99296569824217,40.752777099609375,N,719
id3032978,1,2016-04-16 03:14:04,2016-04-16 03:18:44,1,-73.94071197509764,40.71208953857422,-73.94780731201173,40.725528717041016,N,280
id2949104,2,2016-04-12 18:53:59,2016-04-12 19:17:25,3,-74.01300048828125,40.702598571777344,-73.99575805664062,40.73278045654297,N,1406
id3637705,2,2016-04-03 10:23:31,2016-04-03 10:34:48,1,-73.98691558837889,40.76114654541016,-73.96138763427734,40.780155181884766,N,677
id0825376,1,2016-04-02 02:28:32,2016-04-02 02:39:15,1,-73.9962158203125,40.72210693359375,-73.9786376953125,40.74498748779297,N,643
id2005726,2,2016-03-18 11:36:53,2016-03-18 11:51:18,1,-73.96908569335938,40.76155090332031,-73.97894287109375,40.75533676147461,N,865
id3800783,2,2016-04-27 08:44:19,2016-04-27 08:58:02,5,-73.95012664794923,40.77295684814453,-73.86981964111328,40.775096893310554,N,823
id0769459,1,2016-03-25 08:35:37,2016-03-25 08:40:24,1,-74.00287628173827,40.73917770385742,-73.99482727050781,40.75042724609375,N,287
id1008007,1,2016-02-25 10:10:43,2016-02-25 10:31:57,1,-73.98197174072266,40.7459373474121,-73.993408203125,40.76711654663086,N,1274
id1435399,1,2016-01-31 02:57:27,2016-01-31 03:19:22,2,-73.98823547363281,40.71866607666016,-73.92770385742188,40.67032241821289,N,1315
id1204158,2,2016-05-07 06:22:37,2016-05-07 06:37:01,2,-73.99310302734375,40.69300842285156,-74.02436828613281,40.63250732421875,N,864
id2971559,2,2016-05-06 01:19:00,2016-05-06 01:24:17,2,-74.00029754638672,40.72768020629882,-73.98554229736328,40.73305130004882,N,317
id3699111,2,2016-04-06 16:15:44,2016-04-06 16:24:21,3,-73.98635864257811,40.73436737060546,-73.9715347290039,40.751323699951165,N,517
id3893916,2,2016-03-28 21:06:25,2016-03-28 21:12:37,1,-73.97821044921875,40.745418548583984,-73.96778106689453,40.75926971435546,N,372
id3734661,2,2016-02-21 01:02:29,2016-02-21 01:12:00,2,-73.98401641845702,40.72924041748047,-73.99063110351561,40.72430038452149,N,571
id1245825,1,2016-03-25 12:02:22,2016-03-25 12:27:08,1,-70.85161590576172,43.017578125,-70.85161590576172,43.017578125,N,1486
id2284647,1,2016-01-15 09:24:59,2016-01-15 09:28:03,1,-73.97410583496092,40.791606903076165,-73.98098754882812,40.782039642333984,N,184
id2263373,1,2016-03-13 21:16:12,2016-03-13 21:27:15,2,-73.98894500732422,40.773887634277344,-73.98851013183594,40.74651336669922,N,663
id1899578,1,2016-03-21 06:50:06,2016-03-21 06:52:51,1,-73.99073791503906,40.75480651855469,-73.98410034179686,40.761543273925774,N,165
id1788037,2,2016-03-28 14:19:58,2016-03-28 14:34:38,1,-73.99225616455078,40.7380256652832,-74.00914764404298,40.70952606201172,N,880
id3621252,2,2016-05-06 21:16:18,2016-05-06 21:26:13,1,-73.98853302001953,40.7226448059082,-73.98373413085938,40.73793029785156,N,595
id2989507,1,2016-02-12 19:51:12,2016-02-12 20:21:17,1,-73.99751281738281,40.71909332275391,-73.98072814941406,40.770801544189446,N,1805
id0943531,1,2016-06-12 19:50:25,2016-06-12 19:57:14,2,-73.97793579101561,40.77867889404297,-73.97853088378906,40.762603759765625,N,409
id2866306,1,2016-05-31 22:27:32,2016-05-31 22:45:25,1,-73.87301635742188,40.77400970458984,-73.96515655517578,40.71343231201172,N,1073
id3908806,1,2016-06-04 19:16:35,2016-06-04 19:33:25,1,-73.98805236816406,40.74367141723633,-73.99674224853516,40.71919631958008,N,1010
